task_id,subject,subject_raw,seed_id,rule_id,connection_score,candidate_count,candidate_mode,decision_stage,tied_with_top_count,top_score,second_score,score_gap,signed_score_gap,subject_score_constant,method_score_constant,content_cap_hit_count,content_truncation_count,method_score_reason,major_fallback_active,top_seed_id,top_label,top_core_score,top_subject_score,top_content_score,top_content_raw,top_content_capped,keyword_score,axis_score,concept_score,task_score,direct_bonus,exact_bonus,guide_vocabulary_bonus,top_method_score,top_major_rank,diagnostics_bytes,output_bytes_without_diagnostics
assessment_task_137961abc5,생명과학,생명과학Ⅰ,BIO-042,portfolio_002,80,180,bestForSubjects-literal-exact,seedId_alphabetical,5,53,53,0,0,True,True,0,0,matched,False,BIO-042,"카페인이 아데노신 A1·A2A 수용체를 차단하고 도파민·글루타메이트·노르에피네프린 조절, 항산화 작용, 베타아밀로이드·타우 축적 억제와 연결되어 기억력·주의력·인지저하 예방 가능성을 분석하는 뇌과학·의약학 융합 탐구",53,45,3,3,False,0,0,0,3,0,0,0,5,0,7427,21436
assessment_task_365060c7cb,정보,정보,ENG-079,data_analysis_001,100,144,bestForSubjects-literal-exact,seedId_alphabetical,3,86,86,0,0,True,True,0,0,matched,False,ENG-079,"AI로 군중 밀집과 이동 경로를 실시간 예측해 압사 사고 위험을 사전에 감지하고, 스마트시티·공공안전·교통관제 대책으로 연결하는 인공지능·교통공학 탐구",86,45,36,36,False,22,0,0,2,0,8,4,5,0,7802,23450
assessment_task_2458441a58,정보,정보,NAT-038,,87,144,bestForSubjects-literal-exact,coreScore,1,74,71,3,3,True,True,0,0,matched,False,NAT-038,"스마트팜 수직농장의 LED 광 주기 자동제어를 단순한 농업 자동화가 아니라, 적색·청색·백색 LED 파장과 PAR, 광합성 반응 효율 R(λ)=I(λ)×ε(λ), 생육 단계별 광량·조사시간·명암 주기, 센서 기반 온도·습도·CO₂ 제어, 작물 생장속도·엽면적·생체중·영양소 함량, 전력 사용량과 에너지 효율을 함께 최적화하는 식물생리·광학·제어공학·데이터과학 융합 탐구",74,45,24,24,False,15,0,0,1,4,0,4,5,0,7906,31796
assessment_task_ec2c675415,지구과학,지구과학Ⅰ,NAT-034,data_analysis_001,82,14,bestForSubjects-literal-exact,coreScore,1,77,70,7,7,True,True,0,0,no_task_match,False,NAT-034,"옥상 텃밭이나 도시 재배 토양의 중금속 오염을 단순한 환경 문제로 보지 않고, 납·카드뮴·비소 같은 금속 이온의 토양 내 이동성, pH·유기물·킬레이트가 흡수율에 미치는 영향, 식물 뿌리·줄기·잎의 흡수와 축적, 생물농축계수(BCF) 계산, 먹이사슬을 통한 생물 농축, 식물추출·식물정화 기반 오염 토양 복원, 수질·토양 모니터링과 식품 안전·공중보건 위해성 평가까지 연결하는 화학·생명과학·환경공학·보건 융합 탐구",77,45,32,32,False,18,0,0,2,8,0,4,0,0,8512,26068
assessment_task_5307ada0cb,지구과학,지구과학Ⅰ,ENG-077,,87,14,bestForSubjects-literal-exact,seedId_alphabetical,3,53,53,0,0,True,True,0,0,matched,False,ENG-077,시멘트 수화반응·발열 엔탈피·C-S-H 젤 형성·폴리머 타일접착제의 결합 메커니즘을 통해 습한 욕실 공간의 미장·타일 내구성을 분석하는 건축화학 탐구,53,45,3,3,False,0,0,0,3,0,0,0,5,0,8141,25210
assessment_task_4c9df8e628,지구과학,지구과학Ⅰ,ENG-026,experiment_science_001,92,14,bestForSubjects-literal-exact,coreScore,1,91,76,15,15,True,True,0,0,matched,False,ENG-026,"적색초거성 WOH G64의 밝기·색 변화 사례를 바탕으로 H-R도, 흑체 복사, 슈테판-볼츠만 법칙, 분광 분석, 쌍성 상호작용과 공통외피 진화를 연결해 별의 진화 단계가 단일 별 모델만으로 설명되지 않는 이유를 탐구하는 지구과학·물리학·천체물리 융합 탐구",91,45,41,41,False,17,0,0,4,8,0,12,5,0,8272,28152
assessment_task_e4864e4279,지구과학,지구과학Ⅰ,ENG-026,experiment_science_001,92,14,bestForSubjects-literal-exact,coreScore,1,71,61,10,10,True,True,0,0,matched,False,ENG-026,"적색초거성 WOH G64의 밝기·색 변화 사례를 바탕으로 H-R도, 흑체 복사, 슈테판-볼츠만 법칙, 분광 분석, 쌍성 상호작용과 공통외피 진화를 연결해 별의 진화 단계가 단일 별 모델만으로 설명되지 않는 이유를 탐구하는 지구과학·물리학·천체물리 융합 탐구",71,45,21,21,False,11,0,0,2,4,0,4,5,0,8188,26532
assessment_task_2cbc9880db,화학,화학Ⅰ,BIO-055,concept_inquiry_002,92,188,bestForSubjects-literal-exact,seedId_alphabetical,2,84,84,0,0,True,True,0,0,matched,False,BIO-055,"GLP-1을 인크레틴, 혈당 조절, 인슐린 분비, 글루카곤 억제, 식욕 억제, 2형 당뇨병·비만 치료와 심혈관·신장 보호 관점에서 분석하는 의약학·생명과학 융합 탐구",84,45,34,34,False,22,0,0,4,8,0,0,5,0,7413,24707
assessment_task_4940ef822b,화학,화학Ⅰ,BIO-106,experiment_science_001,80,188,bestForSubjects-literal-exact,seedId_alphabetical,2,86,86,0,0,True,True,0,0,matched,False,BIO-106,"요오드-127과 요오드-131을 비교해 안정 동위원소와 방사성 동위원소의 차이를 이해하고, 갑상선 호르몬 합성·방사선 붕괴·반감기·갑상선암 치료와 연결하는 화학·핵의학 융합 탐구",86,45,36,36,False,22,0,0,2,8,0,4,5,0,7491,25598
assessment_task_ff0c69b18c,화학,화학Ⅰ,NAT-018,data_analysis_001,82,188,bestForSubjects-literal-exact,coreScore,1,84,82,2,2,True,True,0,0,no_task_match,False,NAT-018,"입체가 바뀌면 물질도 바뀐다는 문제의식에서, 거울 이성질체·키랄 중심·광학 활성·라세미 혼합물을 VSEPR 전자쌍 반발 이론, AXE 표기, 분자 기하 구조, 혼성 궤도와 연결해 같은 분자식이라도 3차원 배치가 달라지면 약효·독성·향기·촉매 선택성이 달라질 수 있음을 설명하는 스테레오화학 심화 탐구",84,45,39,39,False,22,0,0,5,8,0,4,0,0,8057,25345
assessment_task_661ec76c13,화학,화학Ⅰ,NAT-016,science_concept_presentation_001,92,188,bestForSubjects-literal-exact,coreScore,1,88,84,4,4,True,True,0,0,matched,False,NAT-016,"모발 염색을 단순한 미용 활동이 아니라 멜라닌 색소의 산화, 과산화수소의 산화력, 암모니아·MEA 같은 알칼리제가 큐티클을 팽윤시켜 코르텍스 내부로 염료 전구체를 침투시키는 과정, 산화중합을 통한 색 고정, pH·농도·반응시간에 따른 색 변화와 케라틴 손상까지 연결하는 산화환원·화장품화학 융합 탐구",88,45,38,38,False,19,0,0,3,8,0,8,5,0,8395,31587
assessment_task_fafa543c91,물리,물리학Ⅱ,ENG-106,experiment_science_001,66,102,bestForSubjects-literal-exact,seedId_alphabetical,2,82,82,0,0,True,True,0,0,no_task_match,False,ENG-106,반발력·마찰력·공기저항·마그누스 효과·반사계수(COR)를 활용해 테니스 공의 속도·스핀·궤적과 라켓 스트링 재료/긴장도 최적화를 분석하는 물리·기계공학 융합 탐구,82,45,37,37,False,22,0,0,3,8,0,4,0,0,7617,20585
assessment_task_2da57e0f48,물리,물리학Ⅱ,BIO-012,concept_inquiry_002,88,102,bestForSubjects-literal-exact,coreScore,1,83,82,1,1,True,True,0,0,matched,False,BIO-012,"원전 인근 암 사망률 논쟁을 출발점으로 전리·비전리 방사선, SAR, DNA 손상, 역학 연구의 인과성 판단, LNT 모델, ALARA 선량 최적화를 연결해 방사선의 건강 영향과 의공학적 안전 설계를 분석하는 의과학·의공학 융합 탐구",83,45,33,33,False,22,0,0,3,8,0,0,5,0,7615,29021
assessment_task_6c343fe719,물리,물리학Ⅱ,BIO-012,portfolio_002,88,102,bestForSubjects-literal-exact,coreScore,1,76,70,6,6,True,True,0,0,matched,False,BIO-012,"원전 인근 암 사망률 논쟁을 출발점으로 전리·비전리 방사선, SAR, DNA 손상, 역학 연구의 인과성 판단, LNT 모델, ALARA 선량 최적화를 연결해 방사선의 건강 영향과 의공학적 안전 설계를 분석하는 의과학·의공학 융합 탐구",76,45,26,26,False,17,0,0,1,8,0,0,5,0,7582,25577
assessment_task_2d8bf43251,미적분1,미적분,BIO-101,,73,169,bestForSubjects-literal-exact,coreScore,1,81,80,1,1,True,True,0,0,no_task_match,False,BIO-101,"심전도(EKG) 그래프를 미분·적분으로 해석하여 심방세동과 심실세동 같은 부정맥의 변화율, 에너지, 주기성, 평균값을 정량적으로 분석하는 간호·의공학·의약생명 융합 탐구",81,45,36,36,False,22,0,0,2,0,8,4,0,0,8102,20846
assessment_task_916e23388e,미적분1,미적분,BIO-101,portfolio_002,78,169,bestForSubjects-literal-exact,coreScore,1,82,80,2,2,True,True,0,0,no_task_match,False,BIO-101,"심전도(EKG) 그래프를 미분·적분으로 해석하여 심방세동과 심실세동 같은 부정맥의 변화율, 에너지, 주기성, 평균값을 정량적으로 분석하는 간호·의공학·의약생명 융합 탐구",82,45,37,37,False,22,0,0,3,0,8,4,0,0,7243,20793
assessment_task_46ce653083,생명과학,생명과학Ⅱ,ENG-129,reading_criticism_001,92,180,bestForSubjects-literal-exact,coreScore,1,90,82,8,8,True,True,0,0,matched,False,ENG-129,"산화·환원, 전위차, 전극, 전해질, 이온전도도, 네른스트 방정식, 리튬이온 전지, 전고체 전지, 세포 호흡의 전자전달계, ATP 생성 과정을 연결해 생명 현상과 전기화학·배터리 공학을 융합적으로 해석하는 탐구",90,45,40,40,False,17,0,0,3,8,0,12,5,0,8378,28485
assessment_task_bb0e29da8d,생명과학,생명과학Ⅱ,BIO-105,portfolio_002,92,180,bestForSubjects-literal-exact,coreScore,1,84,79,5,5,True,True,0,0,matched,False,BIO-105,"텔로미어 단축이 세포분열 횟수, 헤이플릭 한계, DNA 손상 반응, 세포 노화와 어떻게 연결되는지 분석하고 항노화 치료·노화 관련 질환·암 연구로 확장하는 의생명·약학 융합 탐구",84,45,34,34,False,15,0,0,3,8,0,8,5,0,8003,28930
assessment_task_37189c398e,인공지능 기초,인공지능 기초,NAT-038,portfolio_002,88,58,bestForSubjects-literal-exact,coreScore,1,77,67,10,10,True,True,0,0,matched,False,NAT-038,"스마트팜 수직농장의 LED 광 주기 자동제어를 단순한 농업 자동화가 아니라, 적색·청색·백색 LED 파장과 PAR, 광합성 반응 효율 R(λ)=I(λ)×ε(λ), 생육 단계별 광량·조사시간·명암 주기, 센서 기반 온도·습도·CO₂ 제어, 작물 생장속도·엽면적·생체중·영양소 함량, 전력 사용량과 에너지 효율을 함께 최적화하는 식물생리·광학·제어공학·데이터과학 융합 탐구",77,45,27,27,False,22,0,0,1,4,0,0,5,0,8070,30680
assessment_task_3c1fe074c9,인공지능 기초,인공지능 기초,ENG-079,concept_inquiry_002,88,58,bestForSubjects-literal-exact,coreScore,1,88,83,5,5,True,True,0,0,matched,False,ENG-079,"AI로 군중 밀집과 이동 경로를 실시간 예측해 압사 사고 위험을 사전에 감지하고, 스마트시티·공공안전·교통관제 대책으로 연결하는 인공지능·교통공학 탐구",88,45,38,38,False,22,0,0,4,8,0,4,5,0,7291,23851
assessment_task_b4cb9c30cc,화학,화학Ⅱ,NAT-028,portfolio_002,80,188,bestForSubjects-literal-exact,coreScore,1,82,79,3,3,True,True,0,0,matched,False,NAT-028,"초가공식품을 단순한 정크푸드 비판이 아니라 NOVA 분류, 낮은 영양소 밀도와 고열량·고나트륨·첨가당·포화지방, 식품첨가물과 과식 유도, 비만·제2형 당뇨병·심혈관 질환의 상대위험도 RR 계산, 칼로리당 가격과 건강 불평등, 식품 라벨링·광고 규제·식이 지침·학교 급식 개선까지 연결하는 식품영양·보건·화학·사회문제 융합 탐구",82,45,32,32,False,22,0,0,2,4,0,4,5,0,7621,26879
assessment_task_cc232ae929,화학,화학Ⅱ,ENG-059,experiment_science_001,70,188,bestForSubjects-literal-exact,coreScore,1,75,73,2,2,True,True,0,0,no_task_match,False,ENG-059,"가정용 건조기 속 열풍 순환을 강제대류, 열전달계수, 잠열, 증발, 포화수증기량, 상대습도, 공기 유속, 드럼 회전, 응축·히트펌프 구조, 에너지 보존 관점으로 분석하는 생활 속 열유체·공학 설계형 탐구",75,45,30,30,False,17,0,0,1,8,0,4,0,0,8138,21829
assessment_task_f50c4ebe0c,화학,화학Ⅱ,BIO-061,data_analysis_001,70,188,bestForSubjects-literal-exact,coreScore,1,74,73,1,1,True,True,0,0,no_task_match,False,BIO-061,"점안액·수액의 pH 완충 설계를 헨더슨-하셀발흐식, 완충능 β, 삼투압, 인산·붕산·젖산 완충계로 분석해 약물 안정성과 환자 자극 감소를 연결하는 약학·화학 융합 탐구",74,45,29,29,False,22,0,0,3,4,0,0,0,0,8224,19733
assessment_task_d47a522541,화학,화학Ⅱ,ENG-119,data_analysis_001,82,188,bestForSubjects-literal-exact,coreScore,1,80,71,9,9,True,True,0,0,no_task_match,False,ENG-119,"얼음이 음료를 차갑게 만드는 현상을 “냉기의 이동”이 아니라 열전달·잠열·엔트로피·자유에너지 변화로 해석하고, 간이 칼로리미터 실험으로 융해열과 비열, 설탕 농도·입자 크기·교반 조건에 따른 냉각 효율을 정량 분석하는 열역학 탐구",80,45,35,35,False,17,0,0,2,8,0,8,0,0,8598,21477
assessment_task_fec59fd64e,확률과 통계,확률과 통계,NAT-028,math_problem_001,92,162,bestForSubjects-literal-exact,coreScore,1,85,82,3,3,True,True,0,0,matched,False,NAT-028,"초가공식품을 단순한 정크푸드 비판이 아니라 NOVA 분류, 낮은 영양소 밀도와 고열량·고나트륨·첨가당·포화지방, 식품첨가물과 과식 유도, 비만·제2형 당뇨병·심혈관 질환의 상대위험도 RR 계산, 칼로리당 가격과 건강 불평등, 식품 라벨링·광고 규제·식이 지침·학교 급식 개선까지 연결하는 식품영양·보건·화학·사회문제 융합 탐구",85,45,35,35,False,22,0,0,1,0,8,4,5,0,7933,29677
assessment_task_e3ac3a09fa,확률과 통계,확률과 통계,BIO-017,data_analysis_001,92,162,bestForSubjects-literal-exact,seedId_alphabetical,2,81,81,0,0,True,True,0,0,matched,False,BIO-017,"거대언어모델(LLM)과 자연어처리로 관상동맥조영술(CAG) 비정형 진료 기록을 표준 변수로 구조화하고, 의료 빅데이터·정밀의료·AI 성능 검증·혈역학 해석까지 연결하는 의예·정보 융합 탐구",81,45,31,31,False,17,0,0,2,8,0,4,5,0,7371,23656
assessment_task_f3f49571ef,데이터 과학,데이터 과학,BIO-036,experiment_science_001,50,149,bestForSubjects-literal-exact,coreScore,1,49,48,1,1,True,True,0,0,no_task_match,False,BIO-036,멘톨의 L/D 거울상 이성질체가 TRPM8 냉감수용체·향미·피부자극·제조공정 선택을 어떻게 바꾸는지 ee·ER·비대칭 합성으로 분석하는 화학·약학·식품향료 융합 탐구,49,45,4,4,False,0,0,0,4,0,0,0,0,0,7515,18910
assessment_task_ec6566442c,데이터 과학,데이터 과학,NAT-029,data_analysis_001,60,149,bestForSubjects-literal-exact,coreScore,1,88,85,3,3,True,True,0,0,matched,False,NAT-029,"마르코프 체인을 단순한 확률 개념 소개가 아니라 상태 공간, 전이 확률 행렬, 초기 상태 분포와 반복 행렬 곱셈, 정상 분포 π=πP, 랜덤 워크와 몬테 카를로 시뮬레이션, 기상 예측·페이지랭크·큐잉 이론·네트워크 분석까지 연결하는 확률과 통계·데이터 과학 융합 탐구",88,45,38,38,False,22,0,0,4,8,0,4,5,0,8820,28345
assessment_task_50208fa34a,데이터 과학,데이터 과학,NAT-029,data_analysis_001,60,149,bestForSubjects-literal-exact,coreScore,1,92,85,7,7,True,True,0,0,matched,False,NAT-029,"마르코프 체인을 단순한 확률 개념 소개가 아니라 상태 공간, 전이 확률 행렬, 초기 상태 분포와 반복 행렬 곱셈, 정상 분포 π=πP, 랜덤 워크와 몬테 카를로 시뮬레이션, 기상 예측·페이지랭크·큐잉 이론·네트워크 분석까지 연결하는 확률과 통계·데이터 과학 융합 탐구",92,45,42,42,False,22,0,0,4,8,0,8,5,0,7898,28265
assessment_task_38768a928d,물리,물리학,ENG-105,data_analysis_001,76,102,bestForSubjects-literal-exact,coreScore,1,89,88,1,1,True,True,0,0,matched,False,ENG-105,"충격량 J=F×t=Δp=mΔv와 힘-시간 그래프를 활용해 자동차 충돌 시 평균 힘을 계산하고, 크럼플 존·에어백·안전벨트가 충돌 시간을 늘려 부상 위험을 줄이는 원리를 분석하는 물리·자동차안전공학 융합 탐구",89,45,39,39,False,22,0,0,5,8,0,4,5,0,7411,24781
assessment_task_75dd3e6480,물리,물리학,ENG-105,data_analysis_001,88,102,bestForSubjects-literal-exact,coreScore,1,94,89,5,5,True,True,0,0,matched,False,ENG-105,"충격량 J=F×t=Δp=mΔv와 힘-시간 그래프를 활용해 자동차 충돌 시 평균 힘을 계산하고, 크럼플 존·에어백·안전벨트가 충돌 시간을 늘려 부상 위험을 줄이는 원리를 분석하는 물리·자동차안전공학 융합 탐구",94,45,44,44,False,18,0,0,6,8,0,12,5,0,7830,23935
assessment_task_150795a055,세포와 물질대사,세포와 물질대사,NAT-033,experiment_science_001,82,143,bestForSubjects-literal-exact,coreScore,1,74,65,9,9,True,True,0,0,no_task_match,False,NAT-033,"탈모를 단순히 모발이 빠지는 외모 문제로 보지 않고, 유전적 탈모와 비유전적 탈모의 차이, 모낭 세포의 성장주기와 단백질 합성, 안드로겐·스트레스 호르몬·영양 결핍·생활 습관의 복합 작용, 메티오닌·시스테인·비오틴·오메가-3 등 모발 성장 관련 영양소, 두피 혈액순환과 MTS·두피마사지 같은 물리적 자극, 장기 추적 데이터와 탈모 위험 지수 설계까지 연결해 식품영양·화학·생명과학·보건을 통합하는 두피 건강 융합 탐구",74,45,29,29,False,22,0,0,3,4,0,0,0,0,9446,24916
assessment_task_a18bf62908,세포와 물질대사,세포와 물질대사,NAT-038,portfolio_002,90,143,bestForSubjects-literal-exact,coreScore,1,80,73,7,7,True,True,0,0,no_task_match,False,NAT-038,"스마트팜 수직농장의 LED 광 주기 자동제어를 단순한 농업 자동화가 아니라, 적색·청색·백색 LED 파장과 PAR, 광합성 반응 효율 R(λ)=I(λ)×ε(λ), 생육 단계별 광량·조사시간·명암 주기, 센서 기반 온도·습도·CO₂ 제어, 작물 생장속도·엽면적·생체중·영양소 함량, 전력 사용량과 에너지 효율을 함께 최적화하는 식물생리·광학·제어공학·데이터과학 융합 탐구",80,45,35,35,False,22,0,0,1,0,8,4,0,0,8021,27202
assessment_task_1bef74d02a,지구과학,지구과학,NAT-004,experiment_science_001,82,14,bestForSubjects-literal-exact,seedId_alphabetical,2,79,79,0,0,True,True,0,0,no_task_match,False,NAT-004,"해수면 상승을 단순한 빙하 융해 현상이 아니라 대기-해양 상호작용, 복사강제력, 해수의 열팽창, 빙하-알베도 피드백, 열염순환 약화가 결합된 지구 시스템 문제로 분석하는 지구과학·대기과학·해양학 융합 탐구",79,45,34,34,False,22,0,0,4,8,0,0,0,0,8409,19359
assessment_task_c29f8b9da5,지구과학,지구과학,NAT-005,math_problem_001,82,14,bestForSubjects-literal-exact,coreScore,1,81,80,1,1,True,True,0,0,no_task_match,False,NAT-005,"산불을 단순한 자연재해가 아니라 기후변화가 산불을 키우고, 산불이 다시 CO2·CH4·블랙카본·PM2.5와 토양·수질 피해를 통해 기후위기를 증폭하는 양성 피드백 루프로 분석한 뒤, FWI·PDSI·탄소 플럭스 계산·위성 원격탐사·예방적 산림관리·탄소 산림복원을 연결하는 지구과학·환경공학·대기과학 융합 탐구",81,45,36,36,False,22,0,0,2,8,0,4,0,0,8310,20977
assessment_task_aa7454a75c,지구과학,지구과학,BIO-013,data_analysis_001,92,14,bestForSubjects-literal-exact,coreScore,1,68,67,1,1,True,True,0,0,matched,False,BIO-013,"하마 울음소리와 동물 의사소통 사례를 출발점으로 생체 음향학, 스펙트로그램, CNN 소리 분류, 음향 지표, 야생동물 비침습 모니터링을 연결해 생태계 보전과 동물 복지를 설계하는 수의학·생명과학·데이터 융합 탐구",68,45,18,18,False,11,0,0,3,4,0,0,5,0,8358,24965
assessment_task_52fdde5c9a,화학,화학,BIO-065,data_analysis_001,70,188,bestForSubjects-literal-exact,seedId_alphabetical,4,79,79,0,0,True,True,0,0,no_task_match,False,BIO-065,"망막 변성으로 인한 시력 손실을 광수용체 손상, 호르몬·염증 경로, OCT 안구 영상, 광역학 레이저 치료(PDT), RPE65·VEGF 기반 유전자 치료, ERG 기능 평가로 연결해 분석하는 의학·생명과학·물리학 융합 탐구",79,45,34,34,False,22,0,0,4,8,0,0,0,0,8000,21306
assessment_task_984c6ddbf9,화학,화학,NAT-044,experiment_science_001,82,188,bestForSubjects-literal-exact,coreScore,1,88,87,1,1,True,True,0,0,no_task_match,False,NAT-044,"김치가 신맛을 내는 이유를 젖산균 발효와 젖산 생성 과정으로 설명하고, 설탕 첨가가 발효 초기 젖산균 활성화, 젖산 농도 증가, pH 저하, 잡균 증식 억제, 신맛 조절과 식품 안전성에 어떤 영향을 미치는지 분석하는 식품공학·식품생명 융합 탐구. C6H12O6→2C3H6O3+2ATP 반응식, dCL/dt=kS, B(t)=B0/(1+β·CL(t)) 모델을 활용해 발효 조건과 품질 조절을 정량적으로 해석함.",88,45,43,43,False,22,0,0,5,8,0,8,0,0,8922,22489
assessment_task_61a72dc9a9,화학,화학,NAT-016,data_analysis_001,82,188,bestForSubjects-literal-exact,coreScore,1,90,85,5,5,True,True,1,1,no_task_match,False,NAT-016,"모발 염색을 단순한 미용 활동이 아니라 멜라닌 색소의 산화, 과산화수소의 산화력, 암모니아·MEA 같은 알칼리제가 큐티클을 팽윤시켜 코르텍스 내부로 염료 전구체를 침투시키는 과정, 산화중합을 통한 색 고정, pH·농도·반응시간에 따른 색 변화와 케라틴 손상까지 연결하는 산화환원·화장품화학 융합 탐구",90,45,45,48,True,22,0,0,6,8,0,12,0,0,9114,25351
assessment_task_dbfb09945b,기하,기하,BIO-072,math_problem_001,100,34,bestForSubjects-literal-exact,seedId_alphabetical,2,84,84,0,0,True,True,0,0,matched,False,BIO-072,"코사인법칙과 벡터 내적으로 CT 슬라이스 경사각을 보정하고, DICOM 픽셀 거리·ROI 직경·방사선 선량 지표를 함께 검증해 의료영상의 진단 정확도와 환자 안전을 높이는 수학·의공학 융합 탐구",84,45,34,34,False,22,0,0,4,0,8,0,5,0,7333,23031
assessment_task_05ef972db4,기하,기하,BIO-072,concept_inquiry_002,92,34,bestForSubjects-literal-exact,coreScore,1,65,64,1,1,True,True,0,0,matched,False,BIO-072,"코사인법칙과 벡터 내적으로 CT 슬라이스 경사각을 보정하고, DICOM 픽셀 거리·ROI 직경·방사선 선량 지표를 함께 검증해 의료영상의 진단 정확도와 환자 안전을 높이는 수학·의공학 융합 탐구",65,45,15,15,False,11,0,0,4,0,0,0,5,0,7370,22834
assessment_task_0d70883f2a,대수,대수,BIO-072,concept_inquiry_002,92,135,bestForSubjects-literal-exact,coreScore,1,91,87,4,4,True,True,0,0,matched,False,BIO-072,"코사인법칙과 벡터 내적으로 CT 슬라이스 경사각을 보정하고, DICOM 픽셀 거리·ROI 직경·방사선 선량 지표를 함께 검증해 의료영상의 진단 정확도와 환자 안전을 높이는 수학·의공학 융합 탐구",91,45,41,41,False,22,0,0,3,8,0,8,5,0,7287,23864
assessment_task_75aadd92d2,대수,대수,NAT-029,concept_inquiry_002,80,135,bestForSubjects-literal-exact,coreScore,1,55,54,1,1,True,True,0,0,matched,False,NAT-029,"마르코프 체인을 단순한 확률 개념 소개가 아니라 상태 공간, 전이 확률 행렬, 초기 상태 분포와 반복 행렬 곱셈, 정상 분포 π=πP, 랜덤 워크와 몬테 카를로 시뮬레이션, 기상 예측·페이지랭크·큐잉 이론·네트워크 분석까지 연결하는 확률과 통계·데이터 과학 융합 탐구",55,45,5,5,False,0,0,0,5,0,0,0,5,0,7983,27776
assessment_task_0a6742502e,대수,대수,NAT-029,concept_inquiry_002,80,135,bestForSubjects-literal-exact,coreScore,1,55,54,1,1,True,True,0,0,matched,False,NAT-029,"마르코프 체인을 단순한 확률 개념 소개가 아니라 상태 공간, 전이 확률 행렬, 초기 상태 분포와 반복 행렬 곱셈, 정상 분포 π=πP, 랜덤 워크와 몬테 카를로 시뮬레이션, 기상 예측·페이지랭크·큐잉 이론·네트워크 분석까지 연결하는 확률과 통계·데이터 과학 융합 탐구",55,45,5,5,False,0,0,0,5,0,0,0,5,0,7523,27567
assessment_task_fb2fc392ef,물리,물리학Ⅱ,NAT-004,data_analysis_001,88,102,bestForSubjects-literal-exact,coreScore,1,71,67,4,4,True,True,0,0,matched,False,NAT-004,"해수면 상승을 단순한 빙하 융해 현상이 아니라 대기-해양 상호작용, 복사강제력, 해수의 열팽창, 빙하-알베도 피드백, 열염순환 약화가 결합된 지구 시스템 문제로 분석하는 지구과학·대기과학·해양학 융합 탐구",71,45,21,21,False,11,0,0,2,8,0,0,5,0,7420,23635
assessment_task_2aca224eaf,물리,물리학Ⅱ,BIO-068,research_design_001,88,102,bestForSubjects-literal-exact,seedId_alphabetical,7,77,77,0,0,True,True,0,0,matched,False,BIO-068,수의 백신용 고체지질나노입자(SLN)를 지질 매트릭스·제타전위·DLS/PDI·DSC 열분석·캡슐화 효율·Ritger-Peppas 방출 모델로 분석해 반려동물 백신의 항원 보호와 면역 증강 원리를 설명하는 수의면역·약물전달 탐구,77,45,27,27,False,16,0,0,3,8,0,0,5,0,7491,24428
assessment_task_15ec517490,물리,물리학Ⅱ,BIO-056,data_analysis_001,96,102,bestForSubjects-literal-exact,seedId_alphabetical,3,87,87,0,0,True,True,0,0,matched,False,BIO-056,"라모어 선회와 벡터 외적을 이용해 핵스핀, NMR 분광법, 화학적 이동, 분자 구조 분석을 연결하는 물리·화학·메디컬 융합 탐구",87,45,37,37,False,22,0,0,3,0,8,4,5,0,7102,25377
assessment_task_a0f1d3e301,생명과학,생명과학Ⅱ,BIO-105,data_analysis_001,92,180,bestForSubjects-literal-exact,seedId_alphabetical,7,86,86,0,0,True,True,0,0,matched,False,BIO-105,"텔로미어 단축이 세포분열 횟수, 헤이플릭 한계, DNA 손상 반응, 세포 노화와 어떻게 연결되는지 분석하고 항노화 치료·노화 관련 질환·암 연구로 확장하는 의생명·약학 융합 탐구",86,45,36,36,False,22,0,0,2,0,8,4,5,0,8234,27657
assessment_task_0abd5d9e8d,생명과학,생명과학Ⅱ,BIO-063,experiment_science_001,92,180,bestForSubjects-literal-exact,coreScore,1,77,67,10,10,True,True,0,0,matched,False,BIO-063,"회충약·구충제의 작용 기전을 β-튜불린 결합, 칼슘 채널 교란, 니코틴성 수용체 활성화, 글루탐산-개폐성 클로라이드 채널 작용과 전자 오비탈·결합 친화도(Kd)로 연결하는 생명과학·화학 융합 탐구",77,45,27,27,False,22,0,0,1,4,0,0,5,0,8000,27831
assessment_task_e1ad59fd48,생명과학,생명과학Ⅱ,NAT-028,writing_002,82,180,bestForSubjects-literal-exact,coreScore,1,63,62,1,1,True,True,0,0,no_task_match,False,NAT-028,"초가공식품을 단순한 정크푸드 비판이 아니라 NOVA 분류, 낮은 영양소 밀도와 고열량·고나트륨·첨가당·포화지방, 식품첨가물과 과식 유도, 비만·제2형 당뇨병·심혈관 질환의 상대위험도 RR 계산, 칼로리당 가격과 건강 불평등, 식품 라벨링·광고 규제·식이 지침·학교 급식 개선까지 연결하는 식품영양·보건·화학·사회문제 융합 탐구",63,45,18,18,False,11,0,0,3,0,0,4,0,0,8035,24785
